timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734081637242,239,Home/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2-24,200,OK,Thread Group 1-9,text,true,,707,3128,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2,239,0,0
1734081637482,197,Home/complete/search-25,200,OK,Thread Group 1-9,text,true,,13376,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,197,0,0
1734081637680,25,Home/home/all_news-27,200,OK,Thread Group 1-9,text,true,,2947,502,3,3,https://cse.buet.ac.bd/home/all_news,25,0,0
1734081637705,25,HTTP Request,200,OK,Thread Group 1-9,text,true,,23461,127,3,3,https://cse.buet.ac.bd/home/notice,23,0,0
1734081637731,23,Notice/home/notice-29,200,OK,Thread Group 1-9,text,true,,3583,513,3,3,https://cse.buet.ac.bd/home/notice,22,0,0
1734081637755,13,Notice/public/js/jquery-3.7.1.min.js-30,200,OK,Thread Group 1-9,text,true,,30715,398,3,3,https://cse.buet.ac.bd/public/js/jquery-3.7.1.min.js,10,0,0
1734081637646,154,HTTP Request,200,OK,Thread Group 1-11,text,false,"The operation lasted too long: It took 154 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,3,3,https://cse.buet.ac.bd/moodle/,73,0,21
1734081637769,59,Notice/2.0.7/js/dataTables.min.js-31,200,OK,Thread Group 1-9,text,true,,30737,387,3,3,https://cdn.datatables.net/2.0.7/js/dataTables.min.js,59,0,16
1734081637802,150,Moodle/moodle/-36,200,OK,Thread Group 1-11,text,true,,12001,557,3,3,https://cse.buet.ac.bd/moodle/,149,0,0
1734081637954,114,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-11,text,true,,11500,1154,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,35,0,0
1734081637954,35,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-11,text,true,,2022,577,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=81,35,0,0
1734081637990,78,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-11,text,true,,9478,577,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,77,0,0
1734081637829,322,Notice/home/download/1305-32,200,OK,Thread Group 1-9,text,true,,3456152,518,3,3,https://cse.buet.ac.bd/home/download/1305,25,0,0
1734081638069,133,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-11,text,true,,11421,1197,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,41,0,0
1734081638069,42,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-11,text,true,,1945,602,3,3,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,41,0,0
1734081638111,91,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-11,text,true,,9476,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,90,0,0
1734081638203,73,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-11,text,true,,11420,1193,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,24,0,0
1734081638203,24,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-11,text,true,,1945,598,3,3,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,24,0,0
1734081638227,49,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-11,text,true,,9475,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,47,0,0
1734081638276,14,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-11,bin,true,,5650,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,13,0,0
1734081638290,12,Moodle/moodle/pluginfile.php/187/user/icon/classic/f1-41,200,OK,Thread Group 1-11,bin,true,,4460,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/187/user/icon/classic/f1?rev=2984,12,0,0
1734081638302,15,Moodle/moodle/pluginfile.php/195/user/icon/classic/f1-42,200,OK,Thread Group 1-11,bin,true,,8005,576,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/195/user/icon/classic/f1?rev=846,15,0,0
1734081636432,1910,Home/10.1007/s40012-017-0165-9-15,200,OK,Thread Group 1-10,text,false,"The operation lasted too long: It took 1,910 milliseconds, but should not have lasted longer than 500 milliseconds.",79763,3042,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,96,0,15
1734081636432,96,Home/10.1007/s40012-017-0165-9-15-0,302,Found,Thread Group 1-10,text,true,,1243,506,3,3,https://doi.org/10.1007/s40012-017-0165-9,96,0,15
1734081636529,106,Home/10.1007/s40012-017-0165-9-15-1,301,Moved Permanently,Thread Group 1-10,text,true,,909,516,3,3,http://link.springer.com/10.1007/s40012-017-0165-9,106,0,52
1734081636635,540,Home/10.1007/s40012-017-0165-9-15-2,303,See Other,Thread Group 1-10,,false,"The operation lasted too long: It took 540 milliseconds, but should not have lasted longer than 500 milliseconds.",1176,524,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,540,0,118
1734081637178,472,Home/10.1007/s40012-017-0165-9-15-3,302,Found,Thread Group 1-10,,true,,1181,713,3,3,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs40012-017-0165-9,472,0,115
1734081637651,691,Home/10.1007/s40012-017-0165-9-15-4,200,OK,Thread Group 1-10,text,false,"The operation lasted too long: It took 691 milliseconds, but should not have lasted longer than 500 milliseconds.",75254,783,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,556,0,0
1734081638318,75,Moodle/moodle/mod/forum/discuss.php-45,200,OK,Thread Group 1-11,text,true,,11421,1201,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,20,0,0
1734081638318,20,Moodle/moodle/mod/forum/discuss.php-45-0,303,See Other,Thread Group 1-11,text,true,,1945,603,3,3,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=31,20,0,0
1734081638338,55,Moodle/moodle/mod/forum/discuss.php-45-1,200,OK,Thread Group 1-11,text,true,,9476,598,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,54,0,0
1734081638393,31,HTTP Request,200,OK,Thread Group 1-11,text,true,,55067,120,3,3,https://cse.buet.ac.bd/home,29,0,0
1734081638425,25,/home-11,200,OK,Thread Group 1-11,text,true,,7496,493,3,3,https://cse.buet.ac.bd/home,25,0,0
1734081638152,327,Notice/spocs-34,200,OK,Thread Group 1-9,text,true,,1352,522,3,3,https://spocs.getpocket.com/spocs,327,0,110
1734081638450,44,Home/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg-14,200,OK,Thread Group 1-11,bin,true,,151800,527,3,3,https://cse.buet.ac.bd/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg,17,0,0
1734081638346,433,Home/complete/search-18,200,OK,Thread Group 1-10,text,true,,10210,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,433,0,248
1734081638480,330,Notice/v1/tiles-33,204,No Content,Thread Group 1-9,,true,,138,283,3,3,https://contile.services.mozilla.com/v1/tiles,0,0,112
1734081638811,27,Notice/home/notice-35,200,OK,Thread Group 1-9,text,true,,3583,513,3,3,https://cse.buet.ac.bd/home/notice,27,0,0
1734081638780,146,Home/moodle/-19,200,OK,Thread Group 1-10,text,true,,12179,505,2,2,https://cse.buet.ac.bd/moodle/,146,0,0
1734081638927,375,Home/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902-23,200,OK,Thread Group 1-10,text,true,,863,2381,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902,375,0,114
1734081639303,246,Home/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2-24,200,OK,Thread Group 1-10,text,true,,877,3128,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2,246,0,0
1734081639550,194,Home/complete/search-25,200,OK,Thread Group 1-10,text,true,,6089,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,194,0,0
1734081639744,24,Home/home/all_news-27,200,OK,Thread Group 1-10,text,true,,2947,502,3,3,https://cse.buet.ac.bd/home/all_news,23,0,0
1734081639768,41,HTTP Request,200,OK,Thread Group 1-10,text,true,,23461,127,3,3,https://cse.buet.ac.bd/home/notice,40,0,0
1734081639810,30,Notice/home/notice-29,200,OK,Thread Group 1-10,text,true,,3583,513,3,3,https://cse.buet.ac.bd/home/notice,30,0,0
1734081639841,27,Notice/public/js/jquery-3.7.1.min.js-30,200,OK,Thread Group 1-10,text,true,,30715,398,3,3,https://cse.buet.ac.bd/public/js/jquery-3.7.1.min.js,24,0,0
1734081639647,223,HTTP Request,200,OK,Thread Group 1-12,text,false,"The operation lasted too long: It took 223 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,3,3,https://cse.buet.ac.bd/moodle/,134,0,60
1734081639869,42,Notice/2.0.7/js/dataTables.min.js-31,200,OK,Thread Group 1-10,text,true,,30742,387,3,3,https://cdn.datatables.net/2.0.7/js/dataTables.min.js,42,0,17
1734081639871,134,Moodle/moodle/-36,200,OK,Thread Group 1-12,text,true,,12001,557,3,3,https://cse.buet.ac.bd/moodle/,133,0,0
1734081640005,102,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-12,text,true,,11499,1154,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,38,0,0
1734081640005,38,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-12,text,true,,2022,577,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=81,38,0,0
1734081640044,63,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-12,text,true,,9477,577,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,63,0,0
1734081640108,99,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-12,text,true,,11421,1197,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,32,0,0
1734081640108,32,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-12,text,true,,1945,602,3,3,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,32,0,0
1734081640140,67,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-12,text,true,,9476,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,66,0,0
1734081639911,345,Notice/home/download/1305-32,200,OK,Thread Group 1-10,text,true,,3456152,518,3,3,https://cse.buet.ac.bd/home/download/1305,24,0,0
1734081640208,84,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-12,text,true,,11422,1193,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,35,0,0
1734081640208,35,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-12,text,true,,1945,598,3,3,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,35,0,0
1734081640243,49,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-12,text,true,,9477,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,49,0,0
1734081640293,18,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-12,bin,true,,5650,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,18,0,0
1734081640311,15,Moodle/moodle/pluginfile.php/187/user/icon/classic/f1-41,200,OK,Thread Group 1-12,bin,true,,4460,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/187/user/icon/classic/f1?rev=2984,15,0,0
1734081640326,18,Moodle/moodle/pluginfile.php/195/user/icon/classic/f1-42,200,OK,Thread Group 1-12,bin,true,,8005,576,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/195/user/icon/classic/f1?rev=846,18,0,0
1734081640344,74,Moodle/moodle/mod/forum/discuss.php-45,200,OK,Thread Group 1-12,text,true,,11421,1201,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,21,0,0
1734081640344,21,Moodle/moodle/mod/forum/discuss.php-45-0,303,See Other,Thread Group 1-12,text,true,,1945,603,3,3,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=31,21,0,0
1734081640365,53,Moodle/moodle/mod/forum/discuss.php-45-1,200,OK,Thread Group 1-12,text,true,,9476,598,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,52,0,0
1734081640418,30,HTTP Request,200,OK,Thread Group 1-12,text,true,,55067,120,3,3,https://cse.buet.ac.bd/home,30,0,0
1734081640449,26,/home-11,200,OK,Thread Group 1-12,text,true,,7496,493,3,3,https://cse.buet.ac.bd/home,26,0,0
1734081640475,49,Home/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg-14,200,OK,Thread Group 1-12,bin,true,,151800,527,3,3,https://cse.buet.ac.bd/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg,25,0,0
1734081638495,2088,Home/10.1007/s40012-017-0165-9-15,200,OK,Thread Group 1-11,text,false,"The operation lasted too long: It took 2,088 milliseconds, but should not have lasted longer than 500 milliseconds.",79750,3042,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,192,0,114
1734081638495,192,Home/10.1007/s40012-017-0165-9-15-0,302,Found,Thread Group 1-11,text,true,,1239,506,3,3,https://doi.org/10.1007/s40012-017-0165-9,192,0,114
1734081638688,106,Home/10.1007/s40012-017-0165-9-15-1,301,Moved Permanently,Thread Group 1-11,text,true,,909,516,3,3,http://link.springer.com/10.1007/s40012-017-0165-9,106,0,53
1734081638794,538,Home/10.1007/s40012-017-0165-9-15-2,303,See Other,Thread Group 1-11,,false,"The operation lasted too long: It took 538 milliseconds, but should not have lasted longer than 500 milliseconds.",1176,524,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,538,0,110
1734081639333,487,Home/10.1007/s40012-017-0165-9-15-3,302,Found,Thread Group 1-11,,true,,1181,713,3,3,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs40012-017-0165-9,487,0,117
1734081639820,763,Home/10.1007/s40012-017-0165-9-15-4,200,OK,Thread Group 1-11,text,false,"The operation lasted too long: It took 763 milliseconds, but should not have lasted longer than 500 milliseconds.",75245,783,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,631,0,0
1734081640258,332,Notice/spocs-34,200,OK,Thread Group 1-10,text,true,,1352,522,3,3,https://spocs.getpocket.com/spocs,332,0,112
1734081640590,331,Notice/v1/tiles-33,204,No Content,Thread Group 1-10,,true,,138,283,3,3,https://contile.services.mozilla.com/v1/tiles,0,0,111
1734081640584,523,Home/complete/search-18,200,OK,Thread Group 1-11,text,false,"The operation lasted too long: It took 523 milliseconds, but should not have lasted longer than 500 milliseconds.",14594,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,523,0,248
1734081640921,263,Notice/home/notice-35,200,OK,Thread Group 1-10,text,true,,3583,513,3,3,https://cse.buet.ac.bd/home/notice,263,0,0
1734081641108,156,Home/moodle/-19,200,OK,Thread Group 1-11,text,true,,12183,505,2,2,https://cse.buet.ac.bd/moodle/,156,0,0
1734081641268,400,Home/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902-23,200,OK,Thread Group 1-11,text,true,,715,2381,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902,400,0,114
1734081641655,159,HTTP Request,200,OK,Thread Group 1-13,text,false,"The operation lasted too long: It took 159 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,3,3,https://cse.buet.ac.bd/moodle/,63,0,18
1734081641669,269,Home/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2-24,200,OK,Thread Group 1-11,text,true,,910,3128,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2,269,0,0
1734081641815,131,Moodle/moodle/-36,200,OK,Thread Group 1-13,text,true,,12002,557,3,3,https://cse.buet.ac.bd/moodle/,130,0,0
1734081641947,98,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-13,text,true,,11498,1154,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,34,0,0
1734081641947,34,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-13,text,true,,2022,577,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=81,34,0,0
1734081641981,64,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-13,text,true,,9476,577,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,64,0,0
1734081642046,73,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-13,text,true,,11422,1197,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,19,0,0
1734081642046,19,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-13,text,true,,1945,602,3,3,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,19,0,0
1734081642066,53,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-13,text,true,,9477,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,52,0,0
1734081641939,215,Home/complete/search-25,200,OK,Thread Group 1-11,text,true,,18696,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,215,0,0
1734081642155,25,Home/home/all_news-27,200,OK,Thread Group 1-11,text,true,,2947,502,3,3,https://cse.buet.ac.bd/home/all_news,25,0,0
1734081642120,72,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-13,text,true,,11421,1193,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,20,0,0
1734081642120,20,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-13,text,true,,1945,598,3,3,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,20,0,0
1734081642140,52,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-13,text,true,,9476,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,51,0,0
1734081642180,28,HTTP Request,200,OK,Thread Group 1-11,text,true,,23461,127,3,3,https://cse.buet.ac.bd/home/notice,28,0,0
1734081642192,17,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-13,bin,true,,5650,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,17,0,0
1734081642209,19,Moodle/moodle/pluginfile.php/187/user/icon/classic/f1-41,200,OK,Thread Group 1-13,bin,true,,4460,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/187/user/icon/classic/f1?rev=2984,19,0,0
1734081642209,28,Notice/home/notice-29,200,OK,Thread Group 1-11,text,true,,3583,513,3,3,https://cse.buet.ac.bd/home/notice,28,0,0
1734081642228,15,Moodle/moodle/pluginfile.php/195/user/icon/classic/f1-42,200,OK,Thread Group 1-13,bin,true,,8005,576,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/195/user/icon/classic/f1?rev=846,15,0,0
1734081642238,33,Notice/public/js/jquery-3.7.1.min.js-30,200,OK,Thread Group 1-11,text,true,,30715,398,3,3,https://cse.buet.ac.bd/public/js/jquery-3.7.1.min.js,22,0,0
1734081642272,36,Notice/2.0.7/js/dataTables.min.js-31,200,OK,Thread Group 1-11,text,true,,30735,387,3,3,https://cdn.datatables.net/2.0.7/js/dataTables.min.js,36,0,16
1734081642243,85,Moodle/moodle/mod/forum/discuss.php-45,200,OK,Thread Group 1-13,text,true,,11422,1201,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,23,0,0
1734081642243,23,Moodle/moodle/mod/forum/discuss.php-45-0,303,See Other,Thread Group 1-13,text,true,,1945,603,3,3,https://cse.buet.ac.bd/moodle/mod/forum/discuss.php?d=31,23,0,0
1734081642266,62,Moodle/moodle/mod/forum/discuss.php-45-1,200,OK,Thread Group 1-13,text,true,,9477,598,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,61,0,0
1734081642328,38,HTTP Request,200,OK,Thread Group 1-13,text,true,,55067,120,3,3,https://cse.buet.ac.bd/home,33,0,0
1734081642367,31,/home-11,200,OK,Thread Group 1-13,text,true,,7496,493,3,3,https://cse.buet.ac.bd/home,30,0,0
1734081642398,53,Home/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg-14,200,OK,Thread Group 1-13,bin,true,,151800,527,3,3,https://cse.buet.ac.bd/web/assets/img/faculty/mmasrooralimasroorPPphoto.jpg,15,0,0
1734081640524,1944,Home/10.1007/s40012-017-0165-9-15,200,OK,Thread Group 1-12,text,false,"The operation lasted too long: It took 1,944 milliseconds, but should not have lasted longer than 500 milliseconds.",79819,3042,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,110,0,14
1734081640524,110,Home/10.1007/s40012-017-0165-9-15-0,302,Found,Thread Group 1-12,text,true,,1242,506,3,3,https://doi.org/10.1007/s40012-017-0165-9,110,0,14
1734081640636,110,Home/10.1007/s40012-017-0165-9-15-1,301,Moved Permanently,Thread Group 1-12,text,true,,909,516,3,3,http://link.springer.com/10.1007/s40012-017-0165-9,110,0,54
1734081640747,528,Home/10.1007/s40012-017-0165-9-15-2,303,See Other,Thread Group 1-12,,false,"The operation lasted too long: It took 528 milliseconds, but should not have lasted longer than 500 milliseconds.",1176,524,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,528,0,114
1734081641277,498,Home/10.1007/s40012-017-0165-9-15-3,302,Found,Thread Group 1-12,,true,,1181,713,3,3,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs40012-017-0165-9,498,0,116
1734081641776,692,Home/10.1007/s40012-017-0165-9-15-4,200,OK,Thread Group 1-12,text,false,"The operation lasted too long: It took 692 milliseconds, but should not have lasted longer than 500 milliseconds.",75311,783,3,3,https://link.springer.com/article/10.1007/s40012-017-0165-9,571,0,0
1734081642308,402,Notice/home/download/1305-32,200,OK,Thread Group 1-11,text,false,"The operation lasted too long: It took 402 milliseconds, but should not have lasted longer than 400 milliseconds.",3456152,518,3,3,https://cse.buet.ac.bd/home/download/1305,38,0,0
1734081642471,431,Home/complete/search-18,200,OK,Thread Group 1-12,text,true,,1277,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,431,0,254
1734081642903,148,Home/moodle/-19,200,OK,Thread Group 1-12,text,true,,12182,505,3,3,https://cse.buet.ac.bd/moodle/,147,0,0
1734081642712,342,Notice/spocs-34,200,OK,Thread Group 1-11,text,true,,1352,522,3,3,https://spocs.getpocket.com/spocs,342,0,114
1734081643052,368,Home/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902-23,200,OK,Thread Group 1-12,text,true,,866,2381,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/196a8a87-1d95-4476-9aed-3cee38d5b902,368,0,110
1734081643420,266,Home/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2-24,200,OK,Thread Group 1-12,text,true,,754,3128,4,4,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/617c58fc-a2fb-4a00-baa0-fd65f48baad2,266,0,0
1734081643646,200,HTTP Request,200,OK,Thread Group 1-14,text,false,"The operation lasted too long: It took 200 milliseconds, but should not have lasted longer than 145 milliseconds.",85018,123,4,4,https://cse.buet.ac.bd/moodle/,129,0,57
1734081643055,793,Notice/v1/tiles-33,204,No Content,Thread Group 1-11,,false,"The operation lasted too long: It took 793 milliseconds, but should not have lasted longer than 400 milliseconds.",138,283,4,4,https://contile.services.mozilla.com/v1/tiles,0,0,108
1734081643849,29,Notice/home/notice-35,200,OK,Thread Group 1-11,text,true,,3583,513,4,4,https://cse.buet.ac.bd/home/notice,29,0,0
1734081643687,196,Home/complete/search-25,200,OK,Thread Group 1-12,text,true,,11443,291,3,3,https://www.google.com/complete/search?client=firefox&channel=ftr&q=,196,0,0
1734081643884,21,Home/home/all_news-27,200,OK,Thread Group 1-12,text,true,,2947,502,3,3,https://cse.buet.ac.bd/home/all_news,21,0,0
1734081643906,24,HTTP Request,200,OK,Thread Group 1-12,text,true,,23461,127,3,3,https://cse.buet.ac.bd/home/notice,22,0,0
1734081643930,25,Notice/home/notice-29,200,OK,Thread Group 1-12,text,true,,3583,513,3,3,https://cse.buet.ac.bd/home/notice,25,0,0
1734081643848,124,Moodle/moodle/-36,200,OK,Thread Group 1-14,text,true,,12003,557,3,3,https://cse.buet.ac.bd/moodle/,123,0,0
1734081643956,26,Notice/public/js/jquery-3.7.1.min.js-30,200,OK,Thread Group 1-12,text,true,,30715,398,3,3,https://cse.buet.ac.bd/public/js/jquery-3.7.1.min.js,17,0,0
1734081643983,34,Notice/2.0.7/js/dataTables.min.js-31,200,OK,Thread Group 1-12,text,true,,30743,387,3,3,https://cdn.datatables.net/2.0.7/js/dataTables.min.js,34,0,15
1734081643972,89,Moodle/moodle/course/view.php-38,200,OK,Thread Group 1-14,text,true,,11497,1154,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,28,0,0
1734081643972,28,Moodle/moodle/course/view.php-38-0,303,See Other,Thread Group 1-14,text,true,,2022,577,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=81,28,0,0
1734081644000,61,Moodle/moodle/course/view.php-38-1,200,OK,Thread Group 1-14,text,true,,9475,577,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,60,0,0
1734081644061,121,Moodle/moodle/mod/resource/view.php-39,200,OK,Thread Group 1-14,text,true,,11423,1197,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,44,0,0
1734081644061,44,Moodle/moodle/mod/resource/view.php-39-0,303,See Other,Thread Group 1-14,text,true,,1945,602,3,3,https://cse.buet.ac.bd/moodle/mod/resource/view.php?id=183,44,0,0
1734081644105,77,Moodle/moodle/mod/resource/view.php-39-1,200,OK,Thread Group 1-14,text,true,,9478,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,76,0,0
1734081644182,129,Moodle/moodle/mod/forum/view.php-40,200,OK,Thread Group 1-14,text,true,,11420,1193,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,45,0,0
1734081644182,45,Moodle/moodle/mod/forum/view.php-40-0,303,See Other,Thread Group 1-14,text,true,,1945,598,3,3,https://cse.buet.ac.bd/moodle/mod/forum/view.php?id=90,45,0,0
1734081644227,84,Moodle/moodle/mod/forum/view.php-40-1,200,OK,Thread Group 1-14,text,true,,9475,595,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,84,0,0
1734081644311,37,Moodle/moodle/pluginfile.php/2969/user/icon/classic/f1-43,200,OK,Thread Group 1-14,bin,true,,5650,577,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/2969/user/icon/classic/f1?rev=868,37,0,0
1734081644018,330,Notice/home/download/1305-32,200,OK,Thread Group 1-12,text,true,,3456152,518,3,3,https://cse.buet.ac.bd/home/download/1305,23,0,0
